SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
400881,-0.7589,-1.8244,-1.6157,-0.1369,-0.0199,0.2308,0
401047,-0.7184,-1.8125,-1.5797,-0.2680,0.1270,0.3263,0
401214,-0.7275,-1.8190,-1.5936,-0.0597,0.1762,0.2360,0
401381,-0.7378,-1.8067,-1.5889,0.1891,-0.0798,0.0297,0
401547,-0.7111,-1.7522,-1.5933,0.2085,-0.1331,-0.0064,0
401714,-0.6823,-1.6586,-1.6415,-0.0086,-0.1054,0.0983,0
401881,-0.6672,-1.5854,-1.7533,-0.1751,0.0248,0.2189,0
402047,-0.6851,-1.5727,-1.8076,-0.2987,0.0316,0.2134,0
402214,-0.6784,-1.5937,-1.7500,0.2492,-0.1185,-0.0273,0
402381,-0.5960,-1.6029,-1.5622,0.0455,-0.2433,-0.0211,0
402547,-0.4841,-1.6107,-1.4099,-0.0383,-0.1969,0.1584,0
402714,-0.4230,-1.5964,-1.3672,-0.0581,-0.0043,0.2673,0
402881,-0.4286,-1.5889,-1.4194,-0.1768,0.0188,0.2905,0
403047,-0.4579,-1.6100,-1.4622,0.1073,-0.0672,0.0416,0
403214,-0.4316,-1.6134,-1.3975,0.4326,-0.1018,-0.0895,0
403381,-0.3671,-1.5802,-1.3171,0.1936,-0.0259,0.0564,0
403547,-0.3215,-1.5148,-1.3528,0.0865,0.0239,0.1617,0
403714,-0.3058,-1.4351,-1.4069,-0.0078,-0.0003,0.1688,0
403881,-0.2968,-1.3984,-1.3855,-0.2564,-0.0443,0.2369,0
404047,-0.2826,-1.4190,-1.3304,-0.1679,-0.0136,0.1739,0
404214,-0.2520,-1.4368,-1.2760,-0.0745,-0.0501,0.0967,0
404381,-0.2148,-1.4278,-1.3097,0.0278,0.0889,0.1279,0
404547,-0.2137,-1.3913,-1.4105,-0.0347,0.0999,0.2170,0
404714,-0.2634,-1.3359,-1.5262,0.0457,0.0728,0.1707,0
404881,-0.3012,-1.3385,-1.5324,-0.2450,-0.0893,0.1093,0
405047,-0.2737,-1.3987,-1.4481,0.0565,-0.1507,0.0191,0
405214,-0.2203,-1.4540,-1.3359,0.0752,-0.0628,0.1117,0
405381,-0.1882,-1.4693,-1.3362,0.0476,0.0074,0.1447,0
405547,-0.1986,-1.4432,-1.4518,0.0681,0.0093,0.1388,0
405714,-0.2073,-1.4215,-1.5292,0.1069,-0.0076,0.1029,0
405881,-0.2127,-1.4267,-1.4915,0.0073,-0.0349,0.1674,0
406047,-0.2090,-1.4600,-1.4344,0.0554,0.0156,0.1511,0
406214,-0.2146,-1.4807,-1.4167,0.1138,-0.0042,0.1556,0
406381,-0.2373,-1.4774,-1.4783,0.0626,-0.0406,0.1382,0
406547,-0.2537,-1.4630,-1.4938,0.0597,-0.1711,0.0936,0
406714,-0.2527,-1.4740,-1.4675,-0.1032,-0.1311,0.1399,0
406881,-0.2538,-1.4873,-1.4588,0.0526,-0.0613,0.1337,0
407047,-0.2792,-1.4948,-1.5056,0.0020,-0.0206,0.1285,0
407214,-0.3034,-1.4994,-1.5492,0.1012,-0.0107,0.0282,0
407381,-0.3120,-1.4941,-1.5799,0.0269,-0.0069,0.0340,0
407547,-0.3242,-1.4890,-1.6027,-0.0724,-0.0697,0.1003,0
407714,-0.3537,-1.5171,-1.5911,-0.2266,-0.0236,0.1120,0
407881,-0.3875,-1.5543,-1.5774,-0.0400,0.0374,0.0513,0
408047,-0.4035,-1.5891,-1.5887,-0.0296,-0.0936,0.0257,0
408214,-0.3984,-1.6118,-1.6314,0.0856,-0.1097,-0.0206,0
408381,-0.3775,-1.6138,-1.6509,0.1155,-0.1567,-0.0157,0
408547,-0.3366,-1.6175,-1.6550,0.0462,-0.1769,0.0736,0
408714,-0.3005,-1.6308,-1.6618,0.0672,-0.0615,0.1553,0
408881,-0.2742,-1.6455,-1.6362,0.1351,0.0610,0.1610,0
409047,-0.2444,-1.6661,-1.6115,0.1682,0.0297,0.1827,0
409214,-0.2228,-1.6697,-1.5800,0.1150,0.0521,0.2404,0
409381,-0.2141,-1.6449,-1.6040,0.0558,0.0441,0.2354,0
409547,-0.2102,-1.6263,-1.6480,0.0394,0.1214,0.2849,0
409714,-0.2200,-1.6466,-1.6089,-0.0682,0.1095,0.3010,0
409881,-0.2498,-1.6848,-1.5472,0.0518,0.0368,0.2295,0
410047,-0.2729,-1.6993,-1.5496,0.1451,0.0041,0.1092,0
410214,-0.2926,-1.6841,-1.5888,0.1036,0.0246,0.1493,0
410381
410547
410714
410881
411047
411214
411381
411547
411714
411881
412047
412214
412381
